instance_name solver_name ext_heuristic solution_value solution_time best_lb root_lb root_time nb_branch_and_bound_nodes
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n65-k10 CPLEX False 791.9999999999999 3.1402012000000004 792.0 792.0 3.134409228 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n44-k6 CPLEX True 937.0 4.199000794 937.0 937.0 4.1940146 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n65-k10 CLP False 791.9999545935603 3.368525075 791.9999545935603 792.0 3.362525837 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n51-k7 CLP True 1016.0 3.8140107640000003 1016.0 1016.0 3.8103432429999997 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n34-k5 CLP True 787.9999987390238 4.173631275 787.9999987390238 788.0 4.170011344 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n38-k6 CPLEX True 805.0 4.003675733 805.0 805.0 3.9961290129999996 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n39-k5 CPLEX True 821.9999999999989 4.551253098 822.0 822.0 4.547298284 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n65-k9 CPLEX False 1174.0000000000139 9.246101174 1174.0 1174.0 9.241056261 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n45-k5 CLP True 750.9999999999999 4.2842940249999995 751.0 751.0 4.278725334 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n48-k7 CLP True 1072.999986152416 4.90651552 1072.999986152416 1073.0 4.900113204 1
